case_id,name,age,gender,person_id,entity_key
1501,Naveen Rao,37,M,A1,a09bc7983c
1502,Basavaraj Reddy,31,M,A1,b6a3543709
1502,Naveen Poojary,18,M,A2,c085eb4586
1503,Kavya Hegde,19,F,A1,883f6a9c69
1503,Srinivas,36,M,A2,a35345a839
1503,Nandini Patil,36,F,A3,54eeafdbe8
1504,Kiran Naik,19,M,A1,aed2280370
1504,Raju Shetty,48,M,A2,383a400746
1505,Suresh Kumar,55,M,A1,b8e780b423
1506,Kiran Achar,47,M,A1,67bb1f35b9
1507,Santosh Reddy,38,M,A1,086354ed14
1508,Vinay Hegde,45,M,A1,04191e665e
1509,Anil Rao,23,M,A1,c3adc66e5d
1510,Prasad Rao,47,M,A1,8469de65e5
1511,Radha Reddy,47,F,A1,ef2f1860c3
1512,Mahesh Kumar,49,M,A1,52fb67432a
1513,Kavya Patil,33,F,A1,58a210e217
1514,Ganesh Achar,36,M,A1,0896a01559
1514,Kavya Reddy,37,F,A2,267e0fb6f0
1514,Anil Achar,24,M,A3,bdc597da09
1515,Suresh Poojary,25,M,A1,edad38434e
1516,Nandini Patil,41,F,A1,fe8a6d8c76
1516,Vinay Hegde,25,M,A2,57fadd7d72
1516,Lakshmi,55,F,A3,e835e62d75
1517,Anil Naik,31,M,A1,454e0430e0
1518,Praveen Reddy,35,M,A1,492784724b
